SAMPLE_DATA_TYPE,pAC50,smiles
flor 40 hr,7.390109048,N#C[N-]C#N.CCCCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC
glo 40 hr,7.390109048,N#C[N-]C#N.CCCCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC
flor 40 hr,7.739364922,C[C@@H]3CC[C@@H]1[C@]23C[C@H](C1(C)C)[C@](C)(O)CC2
flor 40 hr,7.638885994,[Cl-].C[N+](C)(C)CCCCCCCCCCCC
glo 40 hr,7.688885994,[Cl-].C[N+](C)(C)CCCCCCCCCCCC
flor 40 hr,7.381810678,[O-][N+](=O)CCC
flor 40 hr,7.644656939,Oc1ccc(cc1)C(C)(C)CC
flor 40 hr,7.689418109,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
glo 40 hr,7.239577638,O=C3c2cccc1cccc(c12)C3=O
flor 40 hr,7.198643237,[Na+].CN(C)C([S-])=S
flor 40 hr,7.58530674,Oc1ccc(cc1C(C)(C)CC)C(C)(C)CC
flor 40 hr,7.101562888,O=C(C=C)OCC(COC(=O)C=C)(CC)COC(=O)C=C
glo 40 hr,7.551562888,O=C(C=C)OCC(COC(=O)C=C)(CC)COC(=O)C=C
flor 40 hr,6.739949682,O=C(OC)Nc1nc2ccccc2n1
flor 40 hr,7.759809021,O=NN1CCCC1
flor 40 hr,7.389471291,[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2
glo 40 hr,7.389471291,[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2
flor 40 hr,7.324177946,[Cl-].C[N+](C)(C)CCCCCCCCCCCCCCCC
glo 40 hr,7.546181626,[I-].CCCCn1cc[n+](C)c1
glo 40 hr,7.695919067,[I-].Cc1ccc[n+](CCCC)c1
flor 40 hr,7.687713425,[Cl-].Cc1cc[n+](CCCC)cc1
flor 40 hr,7.197754209,Oc4cc5Oc1cc(O)ccc1C3(OC(=O)c2cc(\N=C=S)ccc23)c5cc4
flor 40 hr,7.046548987,BrCCCCCCCCCCCCO
flor 40 hr,7.335038643,N=C2Nc1ncnc1C(=O)N2C
flor 40 hr,7.695025376,CC(C)(C)c1ccccc1O
flor 40 hr,7.694077441,c1cc(ccc1)c2ccccc2
flor 40 hr,7.186163724,O=C2c3c(O[C@]12C(=CC(=O)C[C@H]1C)OC)c(Cl)c(OC)cc3OC
flor 40 hr,7.684985007,Nc1ccc(cc1)c2ccc(N)cc2
flor 40 hr,7.689471291,[Cl-].C[n+]1ccn(CCCCCCCCCC)c1
flor 40 hr,7.689205328,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCCCC)c1
flor 40 hr,7.484877719,c1ccc2Oc3ccccc3Oc2c1
glo 40 hr,6.286110204,CC(=O)O[Hg]c1ccccc1
flor 40 hr,7.690268365,[NH4+].[O-]S(=O)(=O)OCCCCCCCCCCCC
glo 40 hr,7.653117577,[I-].Cc1[n+](C)ccn1CCC
flor 40 hr,7.190586853,[Cl-].CCCCCCCCCC[n+]1ccn(CCCCCCCCCC)c1C
glo 40 hr,7.290586853,[Cl-].CCCCCCCCCC[n+]1ccn(CCCCCCCCCC)c1C
flor 40 hr,7.289577638,F[B-](F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
glo 40 hr,7.389577638,F[B-](F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
flor 40 hr,7.347335317,FC(F)(F)S([O-])(=O)=O.C[n+]1ccn(CCCCCCCCCCCC)c1
glo 40 hr,7.547335317,FC(F)(F)S([O-])(=O)=O.C[n+]1ccn(CCCCCCCCCCCC)c1
flor 40 hr,6.044498958,[O-][n+]2ccccc2S[Zn]Sc1cccc[n+]1[O-]
glo 40 hr,6.294498958,[O-][n+]2ccccc2S[Zn]Sc1cccc[n+]1[O-]
flor 40 hr,7.093972008,[K+].[K+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O
flor 40 hr,7.64381382,[I-].C[n+]1ccn(CCCCCCCCCCCC)c1
glo 40 hr,7.69381382,[I-].C[n+]1ccn(CCCCCCCCCCCC)c1
glo 40 hr,7.541170244,[I-].CC[n+]1ccccc1
glo 40 hr,7.398015845,CCCCCCCCCI
glo 40 hr,7.341964726,CCCCCCCCCCCCI
flor 40 hr,7.739418109,Nc1ccc(N)c2ccccc12
flor 40 hr,7.333642312,ClC(Cl)(Cl)SN2C(=O)c1ccccc1C2=O
glo 40 hr,7.533642312,ClC(Cl)(Cl)SN2C(=O)c1ccccc1C2=O
flor 40 hr,6.634998127,c1c4c5ccccc5ccc4cc3c1ccc2ccccc23
flor 40 hr,7.346758791,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCC
glo 40 hr,7.346758791,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCC
flor 40 hr,7.536431243,C[n+]1ccn(CC)c1.[O-]P(=O)(OCC)OCC
glo 40 hr,7.636431243,C[n+]1ccn(CC)c1.[O-]P(=O)(OCC)OCC
flor 40 hr,7.141647078,c3cc4c1ccccc1c2cc5ccccc5cc2c4cc3
flor 40 hr,7.538992461,Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@@H](O)CC[C@@H]12)c4cc3
flor 40 hr,7.341435206,c1c4ccccc4cc3c1ccc2ccccc23
flor 40 hr,7.402599274,O=C1C=C(C)CC(C)(C)C1
glo 40 hr,7.638353335,Oc1c(cc(Br)cc1Br)C(=O)Nc2ccc(Br)cc2
flor 40 hr,7.065910398,[H][C@@]12O[C@]3(CC[C@@]([H])(C)CO3)[C@@H](C)[C@]1([H])[C@@]1(C)CC[C@@]3([H])[C@@]([H])(CC[C@@]4([H])C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]34C)[C@]1([H])[C@@H]2O
glo 40 hr,7.415910398,[H][C@@]12O[C@]3(CC[C@@]([H])(C)CO3)[C@@H](C)[C@]1([H])[C@@]1(C)CC[C@@]3([H])[C@@]([H])(CC[C@@]4([H])C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]34C)[C@]1([H])[C@@H]2O
flor 40 hr,7.643972008,c1ccnc3c1ccc2cccnc23
flor 40 hr,7.641117235,Oc1ccc(cc1)C(C)(CC(C)C)c2ccc(O)cc2
flor 40 hr,7.541329237,CN(C)c1ccc(N=O)cc1
flor 40 hr,6.280026737,c1cccc5c1cc4c2c5cccc2c3ccccc34
glo 40 hr,7.543286176,[I-].C[N+]1(CCC)CCCC1
flor 40 hr,7.142705151,O=S([O-])(=O)c1ccccc1CCCCCCCCCCCC.CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC
glo 40 hr,7.292705151,O=S([O-])(=O)c1ccccc1CCCCCCCCCCCC.CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC
flor 40 hr,6.426066734,[Cu+2].S=C([S-])N(C)C.CN(C)C([S-])=S
glo 40 hr,6.376066734,[Cu+2].S=C([S-])N(C)C.CN(C)C([S-])=S
flor 40 hr,7.63584252,Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2
glo 40 hr,7.68584252,Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2
flor 40 hr,7.691223247,[Na+].[Na+].[Na+].[O-]S(=O)(=O)c1ccc(cc1)/N=N/C3=C(NN(c2ccc(cc2)S([O-])(=O)=O)C3=O)C([O-])=O
flor 40 hr,7.694182852,OC1CCCCCCCCCCC1
flor 40 hr,7.73915212,c1cccc2sc(nc12)SSN3CCOCC3
flor 40 hr,7.623268326,[Na+].O=S(=O)([O-])C(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC
flor 40 hr,6.845867166,C[C@@H](CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23
glo 40 hr,7.745867166,C[C@@H](CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23
flor 40 hr,5.495498698,CCCC[Sn](Cl)(Cl)CCCC
glo 40 hr,5.295498698,CCCC[Sn](Cl)(Cl)CCCC
flor 40 hr,7.639098905,CC(C)(C)c1cc(C)ccc1O
flor 40 hr,7.741072713,Oc1ccc(cc1)C(\c2ccc(OCCN(C)C)cc2)=C(/CC)c3ccccc3
flor 40 hr,7.553117577,ClC=1C(=O)OC(O)C=1C(Cl)Cl
flor 40 hr,7.539737118,c1ccccc1Nc2ccccc2
glo 40 hr,7.639737118,c1ccccc1Nc2ccccc2
flor 40 hr,6.732888889,c1cccc2nccc12
glo 40 hr,6.532888889,c1cccc2nccc12
flor 40 hr,7.740002809,Cl.CN(C)CC\C=C1\c3ccccc3CCc2ccccc12
flor 40 hr,7.238885994,Clc2c(Cc1c(O)c(Cl)cc(Cl)c1Cl)c(O)c(Cl)cc2Cl
flor 40 hr,7.704152639,C[Si](Cn1cncn1)(c2ccc(F)cc2)c3ccc(F)cc3
flor 40 hr,7.359809021,[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1
glo 40 hr,7.609809021,[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1
flor 40 hr,7.691223247,Clc2ccc(C(OCC=C)Cn1ccnc1)c(Cl)c2
flor 40 hr,7.747230542,S=C(N)Nc1ccccc1
flor 40 hr,7.735788967,CC(C)(C)C(=O)C2C(=O)c1ccccc1C2=O
flor 40 hr,6.401041266,CN(C)C(=S)SC(=S)N(C)C
glo 40 hr,6.951041266,CN(C)C(=S)SC(=S)N(C)C
flor 40 hr,7.281648753,Clc1c(C#N)c(Cl)c(C#N)c(Cl)c1Cl
glo 40 hr,7.281648753,Clc1c(C#N)c(Cl)c(C#N)c(Cl)c1Cl
flor 40 hr,7.70156112,CCN(CC)c1ccc(N)cc1
flor 40 hr,7.679105349,Cc2cc(Oc1ccccc1)ccc2
flor 40 hr,7.714045686,CC(C)(C)c2cc(Sc1cc(c(O)cc1C)C(C)(C)C)c(C)cc2O
flor 40 hr,7.691964726,O=C(OCCOCCOC(=O)C=C)C=C
flor 40 hr,6.140852112,CCCC[Sn](Cl)(CCCC)CCCC
glo 40 hr,5.990852112,CCCC[Sn](Cl)(CCCC)CCCC
flor 40 hr,7.689045686,Oc2ccc(Cl)cc2Sc1cc(Cl)ccc1O
flor 40 hr,7.389045686,[Br-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
glo 40 hr,7.389045686,[Br-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
glo 40 hr,7.34259944,Cl.CC(=O)[C@@]4(O)C[C@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c5c(O)c3C(=O)c2c(OC)cccc2C(=O)c3c(O)c5C4
flor 40 hr,7.04884137,O=C(Nc1ncc(s1)[N+]([O-])=O)c2ccccc2OC(C)=O
flor 40 hr,7.236858988,Oc3cc4CC[C@@H]2[C@H](CC[C@@]1(C)[C@H]2CC[C@@]1(O)C#C)c4cc3
glo 40 hr,7.697754209,Oc2ccc(Cl)cc2Cc1cc(Cl)ccc1O
flor 40 hr,7.247440071,OC(c1ccccc1Cl)(c2cncnc2)c3ccc(Cl)cc3
glo 40 hr,7.587820132,[Cl-].C/[N+](C)=C1\C=C\C(C=C1)=C(/c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C
flor 40 hr,7.687553325,c1cc3ccccc3cc1Nc2ccccc2
flor 40 hr,7.689896549,O=C(Oc1cccc(c1)NC(=O)OC)Nc2cc(C)ccc2
flor 40 hr,7.68637775,CC(C)(c1ccc(O)cc1)c2ccccc2
flor 40 hr,7.405701387,ClCC(=O)CCl
flor 40 hr,5.333911129,CN(C)C(=S)SSC(=S)N(C)C
glo 40 hr,7.733911128,CN(C)C(=S)SSC(=S)N(C)C
glo 40 hr,7.247440071,OC(c1ccccc1Cl)(c2cncnc2)c3ccc(Cl)cc3
flor 40 hr,7.691752982,[Na+].[Na+].O=S([O-])(=O)c3ccc(/N=N/c1c2ccc(cc2ccc1O)S([O-])(=O)=O)cc3
flor 40 hr,6.887766781,O=C(OC)Nc2nc1ccccc1n2C(=O)NCCCC
flor 40 hr,7.087606697,S=C1SCN(C)CN1C
flor 40 hr,7.683050429,O=C(O)CCCCCCCCCCCC(=O)O
flor 40 hr,7.687072729,Oc1ccccc1C(C)CC
flor 40 hr,7.742440834,Nc1ccccc1C(=O)OCCCC
flor 40 hr,7.689683963,O=CC(\Cl)=C(\Cl)C(=O)O
flor 40 hr,7.293444525,O=P(OC)(OC)OC
flor 40 hr,7.692387954,O=Nc2ccc(Nc1ccccc1)cc2
flor 40 hr,7.093022154,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O
glo 40 hr,7.643022154,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O
flor 40 hr,7.395708925,C=C(C)[C@@H]2Oc3ccc1C(=O)[C@H]4c5cc(OC)c(OC)cc5OC[C@H]4Oc1c3C2
glo 40 hr,7.645708925,C=C(C)[C@@H]2Oc3ccc1C(=O)[C@H]4c5cc(OC)c(OC)cc5OC[C@H]4Oc1c3C2
flor 40 hr,7.19233507,Cl.Cl.Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2
flor 40 hr,7.394393611,Oc1ccc(CCCCCCCCC)cc1
flor 40 hr,7.692757998,CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CC)c3ccccc3
glo 40 hr,7.039205328,[Zn+2].S=C([S-])N(C)C.CN(C)C([S-])=S
glo 40 hr,7.689790267,BrC(Br)(Br)C(=O)O
flor 40 hr,7.688992461,Cl.COc1cc(ccc1OC)C(C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C
flor 40 hr,7.744446287,Cl.CC(COc1ccccc1)N(Cc2ccccc2)CCCl
glo 40 hr,7.541382224,O=C2c1ccccc1C(=O)C(Cl)=C2Cl
flor 40 hr,7.634877719,Oc2cccc1Cc3cccc(O)c3C(=O)c12
flor 40 hr,7.628616895,CS(=O)(=O)O.Oc1cccc(c1C)C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C
flor 40 hr,7.701041266,CC=2CCCC(C)(C)C=2/C=CC(\C)=C\C=C\C(\C)=C\C(=O)Nc1ccc(O)cc1
glo 40 hr,7.640852112,O=C1C=CSN1CCCCCCCC
flor 40 hr,6.895235794,CSSC
flor 40 hr,7.566114502,O=C2C1(Cl)C3(Cl)C5(Cl)C1(Cl)C4(Cl)C2(Cl)C3(Cl)C4(Cl)C5(Cl)Cl
glo 40 hr,7.732781169,O=C2C1(Cl)C3(Cl)C5(Cl)C1(Cl)C4(Cl)C2(Cl)C3(Cl)C4(Cl)C5(Cl)Cl
glo 40 hr,7.73798015,OCCS(=O)(=O)O.OCCS(=O)(=O)O.N=C(N)c1ccc(cc1)OCCCCCOc2ccc(cc2)C(=N)N
flor 40 hr,7.272440071,Oc1ccc(CCCCCCC(C)C)cc1
flor 40 hr,7.692070565,CC(C)(C)c2cc(C)cc(Cc1cc(C)cc(c1O)C(C)(C)C)c2O
glo 40 hr,7.742070565,CC(C)(C)c2cc(C)cc(Cc1cc(C)cc(c1O)C(C)(C)C)c2O
glo 40 hr,7.63830004,Cl.O=C(OCC)c4ccccc4C=1c3cc(C)c(cc3OC2=C\C(=N\CC)C(C)=CC=12)NCC
flor 40 hr,6.997282932,Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@H](O)CC[C@@H]12)c4cc3
flor 40 hr,7.73798015,Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F
glo 40 hr,6.687873477,O=C(NCCCC)OCC#CI
flor 40 hr,7.135896068,O=C(OCCOCCOCCOCCOC(=O)C=C)C=C
flor 40 hr,7.289896549,ClC(Cl)(Cl)S(=O)(=O)C(Cl)(Cl)Cl
glo 40 hr,7.539896549,ClC(Cl)(Cl)S(=O)(=O)C(Cl)(Cl)Cl
flor 40 hr,6.978660554,c5ccc6c1cc2cccc3ccc4ccc(c1c4c23)c6c5
flor 40 hr,6.685242909,[Na+].CC(C)c1nc(c(/C=C/[C@@H](O)C[C@@H](O)CC([O-])=O)c(c1COC)c2ccc(F)cc2)C(C)C
glo 40 hr,6.735242909,[Na+].CC(C)c1nc(c(/C=C/[C@@H](O)C[C@@H](O)CC([O-])=O)c(c1COC)c2ccc(F)cc2)C(C)C
flor 40 hr,7.178660554,N#C/C(C#N)=N\Nc1ccc(cc1)C2=NNC(=O)C[C@H]2C
flor 40 hr,5.928660554,O=C(OC)Nc1nc2cc(ccc2n1)C(=O)C3CC3
flor 40 hr,7.028660554,Cl.Fc1cc2CC[C@@H](Oc2cc1)[C@@H](O)CNC[C@H](O)[C@@H]3CCc4cc(F)ccc4O3
flor 40 hr,7.639896549,Oc1ccc(CCCCC)cc1
glo 40 hr,7.178660554,Cl.Fc1cc2CC[C@@H](Oc2cc1)[C@@H](O)CNC[C@H](O)[C@@H]3CCc4cc(F)ccc4O3
flor 40 hr,6.992863676,N(=C=N\C1CCCCC1)\C2CCCCC2
glo 40 hr,7.092863676,N(=C=N\C1CCCCC1)\C2CCCCC2
flor 40 hr,7.328660554,C/C(C)=C\CCC(\C)=C\CCC(/C)=C/C(=O)OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
flor 40 hr,4.62866055,COC1CN(CCO1)C6CC(OC5C[C@@](O)(Cc4c5c(O)c3C(=O)c2c(OC)cccc2C(=O)c3c4O)C(=O)CO)OC(C)C6O
glo 40 hr,4.528660558,COC1CN(CCO1)C6CC(OC5C[C@@](O)(Cc4c5c(O)c3C(=O)c2c(OC)cccc2C(=O)c3c4O)C(=O)CO)OC(C)C6O
flor 40 hr,7.089896549,O=C3C=CC(=O)N3c1cccc(c1)N2C(=O)C=CC2=O
glo 40 hr,7.239896549,O=C3C=CC(=O)N3c1cccc(c1)N2C(=O)C=CC2=O
flor 40 hr,5.730252187,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
glo 40 hr,5.730252187,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
flor 40 hr,7.389896549,Cc1ccc(cc1)S(=O)(=O)C(I)I
glo 40 hr,7.089896549,Cc1ccc(cc1)S(=O)(=O)C(I)I
glo 40 hr,7.228660554,[I-].[I-].COc7ccc1cc7Oc6cc5c(CC[N+](C)(C)[C@H]5Cc4ccc(Oc3c2c(CC[N+](C)(C)[C@@H]2C1)cc(OC)c3OC)cc4)cc6OC
flor 40 hr,7.028660554,O=C2O[Pt](N)(N)OC(=O)C12CCC1
flor 40 hr,7.028660554,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCC
glo 40 hr,6.928660554,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCC
flor 40 hr,6.728660554,C/[N+](C)=C1/C=C/C(C=C1)=C(/c2ccccc2)c3ccc(cc3)N(C)C.[O-]C(=O)C(=O)O
glo 40 hr,6.778660554,C/[N+](C)=C1/C=C/C(C=C1)=C(/c2ccccc2)c3ccc(cc3)N(C)C.[O-]C(=O)C(=O)O
flor 40 hr,7.289896549,[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4
flor 40 hr,6.828660554,O=C1C[C@@]5(CCCN4CCc3c(n1c2ccccc23)[C@@H]45)CC
glo 40 hr,5.978660554,Cl.OCC(=O)[C@@]4(O)C[C@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c5c(O)c3C(=O)c2c(OC)cccc2C(=O)c3c(O)c5C4
flor 40 hr,7.378660554,Br.NC(=O)C(c1ccccc1)(c2ccccc2)[C@@H]3CCN(C3)CCc4cc5CCOc5cc4
flor 40 hr,6.178660554,OCC(=O)[C@]4(O)Cc3c(c(O)c2C(=O)c1c(OC)cccc1C(=O)c2c3O)[C@H](C4)O[C@H]6C[C@H](N)[C@H](O[C@@H]5CCCCO5)[C@H](C)O6
glo 40 hr,6.278660554,OCC(=O)[C@]4(O)Cc3c(c(O)c2C(=O)c1c(OC)cccc1C(=O)c2c3O)[C@H](C4)O[C@H]6C[C@H](N)[C@H](O[C@@H]5CCCCO5)[C@H](C)O6
flor 40 hr,7.389896549,Oc2ccc(cc2C1CCCCC1)C3(CCCCC3)c5cc(C4CCCCC4)c(O)cc5
glo 40 hr,7.539896549,Oc2ccc(cc2C1CCCCC1)C3(CCCCC3)c5cc(C4CCCCC4)c(O)cc5
flor 40 hr,6.978660554,Oc2cccc1c2CCCC1=O
flor 40 hr,6.978660554,[Na+].[O-]C(=O)C[C@H](O)C[C@H](O)/C=C/c2c(c1ccccc1n2C(C)C)c3ccc(F)cc3
flor 40 hr,7.228660554,C[C@@H](O[C@H]2OCCN(CC1=NC(=O)N=N1)[C@H]2C3CCC(F)CC3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F
glo 40 hr,7.328660554,C[C@@H](O[C@H]2OCCN(CC1=NC(=O)N=N1)[C@H]2C3CCC(F)CC3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F
flor 40 hr,6.778660554,[Cl-].C/[N+](C)=C1\C=C/C(C=C1)=C(/c2ccccc2)c3ccc(cc3)N(C)C
glo 40 hr,6.878660554,[Cl-].C/[N+](C)=C1\C=C/C(C=C1)=C(/c2ccccc2)c3ccc(cc3)N(C)C
flor 40 hr,7.378660554,Cl.CN1CCCC(C1)CC2c4ccccc4Sc3ccccc23
glo 40 hr,7.428660554,Cl.CN1CCCC(C1)CC2c4ccccc4Sc3ccccc23
flor 40 hr,7.389896549,O=[N+]([O-])c1ccc(cc1)[N+]([O-])=O
flor 40 hr,6.417424559,Cl[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
glo 40 hr,6.417424559,Cl[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
flor 40 hr,7.428660554,Clc1cc3c(cc1)Oc2ccccc2[C@@H]4CN(C)C[C@@H]34
flor 40 hr,6.817424559,ClC2=C(Cl)C3(Cl)C1C(C(=O)N([Hg]CC)C1=O)C2(Cl)C3(Cl)Cl
glo 40 hr,6.817424559,ClC2=C(Cl)C3(Cl)C1C(C(=O)N([Hg]CC)C1=O)C2(Cl)C3(Cl)Cl
flor 40 hr,7.089896549,O=C2C=CC(=O)c1ccccc12
glo 40 hr,7.389896549,O=C2C=CC(=O)c1ccccc12
flor 40 hr,7.378660554,O=C(OCCCCCC)\N=C(\N)c1ccc(cc1)NCc3nc2cc(ccc2n3C)C(=O)N(CCC(=O)OCC)c4ccccn4
flor 40 hr,7.328660554,Cl.COc1ccc(cc1)c2nc3ccc(cc3n2)C4=NNC(=O)CC4C
flor 40 hr,7.239896549,Clc2cccc(Cl)c2C(=O)NCc1ncc(cc1Cl)C(F)(F)F
flor 40 hr,7.739896549,O=C(Cl)c1ccc(Cl)cc1Cl
flor 40 hr,7.378660554,CCN(CC)c4cc5Oc1cc(ccc1C3(OC(=O)c2ccccc23)c5cc4)N(CC)CC
flor 40 hr,6.828660554,Cc1ccccc1C(=O)Nc2ccc(cc2)C(=O)N4CCCC(c3ccccc34)N(C)C
flor 40 hr,7.378660554,Oc1ccc(C)cc1[C@H](CCN(C(C)C)C(C)C)c2ccccc2
flor 40 hr,7.689896549,Oc2ccc(cc2c1ccccc1)C(C)(C)c3ccc(O)c(c3)c4ccccc4
flor 40 hr,7.589896549,CC(c1ccc(O)cc1)(c2ccccc2)c3ccc(O)cc3
flor 40 hr,7.328660554,CC1=CC(C)=NC(=O)N1.[O-][N+](=O)c1ccc(cc1)NC(=O)Nc2ccc(cc2)[N+]([O-])=O
flor 40 hr,6.828660554,[NH4+].O[C@]1(CC([O-])=O)O[C@H]([C@H](OC)[C@@H](OC)[C@@H]1C)[C@H](C)[C@H]2O[C@]3(C[C@H](O)[C@H]2C)CC[C@](C)(O3)[C@H]4CC[C@](C)(O4)[C@@H]6O[C@H](C[C@@H]6OC5C[C@H](OC)[C@@H](OC)[C@H](C)O5)[C@H]7O[C@](C)(O)[C@H](C)C[C@@H]7C
glo 40 hr,6.778660554,[NH4+].O[C@]1(CC([O-])=O)O[C@H]([C@H](OC)[C@@H](OC)[C@@H]1C)[C@H](C)[C@H]2O[C@]3(C[C@H](O)[C@H]2C)CC[C@](C)(O3)[C@H]4CC[C@](C)(O4)[C@@H]6O[C@H](C[C@@H]6OC5C[C@H](OC)[C@@H](OC)[C@H](C)O5)[C@H]7O[C@](C)(O)[C@H](C)C[C@@H]7C
flor 40 hr,6.417424559,[Ca+2].[O-]C(=O)C[C@H](O)C[C@H](O)/C=C/c3c(c1ccc(F)cc1)c4ccccc4nc3C2CC2.[O-]C(=O)C[C@H](O)CC(O)/C=C/c1c(c3ccccc3nc1C2CC2)c4ccc(F)cc4
