experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity
ames_v2_0059,0.001,0.4,64,3,0.1,0.01,1,1e-05,5,300,50,scaffold,99.0024,87.8145,,83.0756,,83,True,2025-11-21 16:19:31,0.9910,0.9499,0.9525,0.9488,0.9513,0.8857,0.7937,0.8210,0.8370,0.7373,0.8647,0.7680,0.8090,0.8230,0.6865
ames_v2_0078,0.0005,0.4,16,5,0.1,0.01,1,0.0,5,300,50,scaffold,97.1598,88.1672,,84.4667,,83,True,2025-11-21 16:24:05,0.9592,0.9058,0.9067,0.8659,0.9504,0.8945,0.7827,0.7937,0.7397,0.8386,0.8807,0.7728,0.8146,0.8356,0.6797
ames_v2_0103,0.0001,0.4,32,7,0.1,0.01,1,0.0,5,300,50,scaffold,95.7774,88.0571,,83.4833,,175,True,2025-11-21 16:29:38,0.9635,0.8871,0.8937,0.8975,0.8755,0.9026,0.7950,0.8207,0.8297,0.7500,0.8667,0.7721,0.8074,0.8000,0.7308
ames_v2_0106,0.0001,0.4,32,7,0.1,0.01,1,1e-05,5,300,50,scaffold,95.8821,88.0478,,83.9020,,165,True,2025-11-21 16:30:50,0.9643,0.8912,0.8959,0.8849,0.8984,0.8943,0.7868,0.8075,0.7908,0.7816,0.8731,0.7653,0.7972,0.7724,0.7547
ames_v2_0096,0.0005,0.4,16,7,0.1,0.01,1,0.0,5,300,50,scaffold,97.3636,88.1941,,84.1858,,73,True,2025-11-21 16:31:35,0.9762,0.9219,0.9264,0.9306,0.9121,0.8909,0.7813,0.8105,0.8273,0.7215,0.8672,0.7735,0.8138,0.8287,0.6917
ames_v2_0071,0.0001,0.4,64,3,0.1,0.01,1,1e-05,5,300,50,scaffold,97.1786,88.9225,,83.6727,,287,True,2025-11-21 16:34:07,0.9751,0.9119,0.9157,0.9061,0.9184,0.9098,0.7937,0.8157,0.8078,0.7753,0.8708,0.7673,0.8048,0.8034,0.7138
ames_v2_0063,0.0005,0.4,16,3,0.1,0.01,1,1e-05,5,300,50,scaffold,97.5967,88.4228,,84.3218,,85,True,2025-11-21 16:35:26,0.9728,0.9291,0.9325,0.9254,0.9334,0.8728,0.7950,0.8190,0.8200,0.7627,0.8786,0.7653,0.7947,0.7609,0.7717
ames_v2_0082,0.0005,0.4,32,5,0.1,0.01,1,1e-05,5,300,50,scaffold,98.4237,87.9339,,83.2369,,100,True,2025-11-21 16:39:06,0.9862,0.9386,0.9418,0.9398,0.9371,0.8897,0.7895,0.8154,0.8224,0.7468,0.8687,0.7653,0.8046,0.8092,0.7002
ames_v2_0095,0.001,0.4,64,7,0.1,0.01,1,1e-05,5,300,50,scaffold,99.2353,87.9216,,82.5655,,100,True,2025-11-21 16:39:44,0.9933,0.9574,0.9598,0.9618,0.9525,0.8915,0.7799,0.8086,0.8224,0.7247,0.8548,0.7632,0.8021,0.8034,0.7036
ames_v2_0081,0.0005,0.4,16,5,0.1,0.01,1,1e-05,5,300,50,scaffold,97.6501,87.9231,,84.7616,,87,True,2025-11-21 16:42:13,0.9767,0.9246,0.9280,0.9183,0.9317,0.8704,0.7937,0.8180,0.8200,0.7595,0.8821,0.7817,0.8249,0.8609,0.6644
ames_v2_0070,0.0001,0.4,32,3,0.1,0.01,1,1e-05,5,300,50,scaffold,97.2990,88.7731,,83.8616,,239,True,2025-11-21 16:43:33,0.9757,0.9124,0.9171,0.9161,0.9084,0.9006,0.7950,0.8207,0.8297,0.7500,0.8779,0.7701,0.7981,0.7609,0.7836
ames_v2_0069,0.0001,0.4,16,3,0.1,0.01,1,1e-05,5,300,50,scaffold,95.6393,88.6923,,83.6343,,140,True,2025-11-21 16:44:37,0.9603,0.8899,0.8960,0.8975,0.8813,0.9024,0.8019,0.8282,0.8443,0.7468,0.8756,0.7605,0.7948,0.7770,0.7359
ames_v2_0085,0.0001,0.4,32,5,0.1,0.01,1,0.0,5,300,50,scaffold,96.2952,88.0417,,83.8409,,202,True,2025-11-21 16:44:49,0.9673,0.9022,0.9074,0.9061,0.8980,0.9078,0.7937,0.8166,0.8127,0.7690,0.8714,0.7783,0.8178,0.8333,0.6968
ames_v2_0073,0.001,0.4,32,5,0.1,0.01,1,0.0,5,300,50,scaffold,98.5724,87.6082,,83.3859,,76,True,2025-11-21 16:46:25,0.9852,0.9407,0.9441,0.9462,0.9346,0.8797,0.7785,0.8063,0.8151,0.7310,0.8618,0.7625,0.8018,0.8046,0.7002
ames_v2_0089,0.0001,0.4,64,5,0.1,0.01,1,1e-05,5,300,50,scaffold,97.6299,88.0979,,84.1498,,308,True,2025-11-21 16:46:27,0.9797,0.9221,0.9267,0.9320,0.9109,0.9064,0.8033,0.8283,0.8394,0.7563,0.8709,0.7804,0.8224,0.8517,0.6746
ames_v2_0099,0.0005,0.4,16,7,0.1,0.01,1,1e-05,5,300,50,scaffold,96.8925,87.8877,,84.4967,,67,True,2025-11-21 16:48:00,0.9625,0.9138,0.9196,0.9317,0.8938,0.8749,0.7868,0.8179,0.8467,0.7089,0.8692,0.7790,0.8097,0.7874,0.7666
ames_v2_0076,0.001,0.4,32,5,0.1,0.01,1,1e-05,5,300,50,scaffold,98.8724,87.6967,,84.3778,,82,True,2025-11-21 16:51:13,0.9904,0.9446,0.9485,0.9644,0.9225,0.8775,0.7648,0.8032,0.8491,0.6551,0.8768,0.7817,0.8209,0.8379,0.6985
ames_v2_0074,0.001,0.4,64,5,0.1,0.01,1,0.0,5,300,50,scaffold,98.9607,87.8322,,83.5221,,86,True,2025-11-21 16:52:33,0.9910,0.9480,0.9505,0.9439,0.9525,0.8821,0.7840,0.8083,0.8054,0.7563,0.8656,0.7776,0.8114,0.8011,0.7428
ames_v2_0084,0.0001,0.4,16,5,0.1,0.01,1,0.0,5,300,50,scaffold,96.2383,88.4082,,83.8993,,197,True,2025-11-21 16:53:14,0.9651,0.9001,0.9039,0.8893,0.9121,0.9039,0.7978,0.8183,0.8054,0.7880,0.8719,0.7769,0.8189,0.8448,0.6763
ames_v2_0065,0.0005,0.4,64,3,0.1,0.01,1,1e-05,5,300,50,scaffold,98.6016,89.0719,,83.7304,,112,True,2025-11-21 16:53:37,0.9872,0.9399,0.9433,0.9458,0.9334,0.9005,0.7950,0.8233,0.8443,0.7310,0.8770,0.7694,0.8093,0.8195,0.6951
ames_v2_0098,0.0005,0.4,64,7,0.1,0.01,1,0.0,5,300,50,scaffold,98.0174,87.6066,,83.5812,,91,True,2025-11-21 16:54:38,0.9831,0.9270,0.9313,0.9361,0.9167,0.8985,0.7923,0.8187,0.8297,0.7437,0.8687,0.7749,0.8117,0.8126,0.7189
ames_v2_0060,0.0005,0.4,16,3,0.1,0.01,1,0.0,5,300,50,scaffold,97.6803,88.6045,,84.1158,,80,True,2025-11-21 16:55:34,0.9791,0.9274,0.9303,0.9172,0.9388,0.8700,0.7840,0.8055,0.7908,0.7753,0.8736,0.7687,0.8071,0.8103,0.7070
ames_v2_0077,0.001,0.4,64,5,0.1,0.01,1,1e-05,5,300,50,scaffold,99.5649,88.1472,,82.9533,,125,True,2025-11-21 16:57:11,0.9961,0.9678,0.9694,0.9640,0.9721,0.8835,0.7978,0.8240,0.8370,0.7468,0.8644,0.7714,0.8109,0.8207,0.6985
ames_v2_0115,0.0005,0.5,32,3,0.1,0.01,1,0.0,5,300,50,scaffold,96.4788,88.6345,,83.4436,,96,True,2025-11-21 17:02:08,0.9680,0.9015,0.9066,0.9046,0.8980,0.8785,0.7978,0.8235,0.8345,0.7500,0.8660,0.7625,0.7979,0.7851,0.7291
ames_v2_0119,0.0005,0.5,64,3,0.1,0.01,1,1e-05,5,300,50,scaffold,96.8459,88.6061,,83.3614,,111,True,2025-11-21 17:04:27,0.9673,0.9083,0.9120,0.8990,0.9188,0.8971,0.7937,0.8144,0.8005,0.7848,0.8691,0.7721,0.8094,0.8103,0.7155
ames_v2_0114,0.0005,0.5,16,3,0.1,0.01,1,0.0,5,300,50,scaffold,96.2971,89.3244,,83.5499,,95,True,2025-11-21 17:05:28,0.9659,0.8948,0.8976,0.8719,0.9204,0.8884,0.7882,0.8070,0.7835,0.7943,0.8725,0.7660,0.8009,0.7885,0.7325
ames_v2_0086,0.0001,0.4,64,5,0.1,0.01,1,0.0,5,300,50,scaffold,96.6909,88.0009,,84.1295,,257,True,2025-11-21 17:07:29,0.9714,0.9042,0.9079,0.8934,0.9163,0.9104,0.7937,0.8139,0.7981,0.7880,0.8750,0.7756,0.8109,0.8057,0.7308
ames_v2_0109,0.001,0.5,32,3,0.1,0.01,1,0.0,5,300,50,scaffold,97.4802,88.5013,,83.1082,,96,True,2025-11-21 17:11:11,0.9780,0.9230,0.9273,0.9287,0.9167,0.8790,0.7827,0.8092,0.8151,0.7405,0.8532,0.7763,0.8109,0.8034,0.7359
ames_v2_0104,0.0001,0.4,64,7,0.1,0.01,1,0.0,5,300,50,scaffold,96.4953,87.8677,,83.7755,,245,True,2025-11-21 17:12:39,0.9701,0.9001,0.9052,0.9023,0.8975,0.8982,0.7909,0.8128,0.8029,0.7753,0.8704,0.7838,0.8180,0.8138,0.7394
ames_v2_0116,0.0005,0.5,64,3,0.1,0.01,1,0.0,5,300,50,scaffold,97.3819,88.5421,,83.9866,,139,True,2025-11-21 17:14:17,0.9770,0.9179,0.9226,0.9250,0.9100,0.8916,0.7923,0.8161,0.8151,0.7627,0.8793,0.7756,0.8128,0.8161,0.7155
ames_v2_0112,0.001,0.5,32,3,0.1,0.01,1,1e-05,5,300,50,scaffold,97.1330,87.9169,,84.1961,,75,True,2025-11-21 17:15:46,0.9748,0.9117,0.9156,0.9068,0.9171,0.8829,0.7854,0.8102,0.8102,0.7532,0.8749,0.7728,0.8137,0.8310,0.6865
ames_v2_0121,0.0001,0.5,32,3,0.1,0.01,1,0.0,5,300,50,scaffold,93.6828,88.0663,,83.3169,,163,True,2025-11-21 17:16:16,0.9452,0.8608,0.8702,0.8823,0.8367,0.8969,0.8074,0.8325,0.8467,0.7563,0.8742,0.7557,0.7925,0.7816,0.7172
ames_v2_0079,0.0005,0.4,32,5,0.1,0.01,1,0.0,5,300,50,scaffold,98.0331,87.9077,,83.1994,,102,True,2025-11-21 17:22:35,0.9747,0.9344,0.9378,0.9346,0.9342,0.8973,0.7950,0.8207,0.8297,0.7500,0.8700,0.7687,0.8037,0.7931,0.7325
ames_v2_0118,0.0005,0.5,32,3,0.1,0.01,1,1e-05,5,300,50,scaffold,97.0961,88.7346,,83.5763,,121,True,2025-11-21 17:23:39,0.9726,0.9040,0.9060,0.8749,0.9367,0.8779,0.8129,0.8296,0.8054,0.8228,0.8678,0.7824,0.8224,0.8437,0.6917
ames_v2_0120,0.0001,0.5,16,3,0.1,0.01,1,0.0,5,300,50,scaffold,94.5246,88.2846,,84.1669,,205,True,2025-11-21 17:25:56,0.9508,0.8736,0.8801,0.8778,0.8688,0.9032,0.7978,0.8214,0.8224,0.7658,0.8831,0.7769,0.8157,0.8264,0.7036
ames_v2_0102,0.0001,0.4,16,7,0.1,0.01,1,0.0,5,300,50,scaffold,95.9479,88.2226,,83.7359,,175,True,2025-11-21 17:28:54,0.9631,0.8942,0.9018,0.9190,0.8663,0.8976,0.8129,0.8389,0.8613,0.7500,0.8645,0.7708,0.8076,0.8057,0.7189
ames_v2_0088,0.0001,0.4,32,5,0.1,0.01,1,1e-05,5,300,50,scaffold,97.4628,88.4012,,83.7628,,265,True,2025-11-21 17:33:18,0.9760,0.9179,0.9209,0.9035,0.9342,0.9047,0.7992,0.8180,0.7981,0.8006,0.8752,0.7763,0.8156,0.8287,0.6985
ames_v2_0107,0.0001,0.4,64,7,0.1,0.01,1,1e-05,5,300,50,scaffold,96.8595,88.0448,,84.0226,,256,True,2025-11-21 17:34:55,0.9730,0.9060,0.9096,0.8953,0.9180,0.9056,0.8006,0.8181,0.7932,0.8101,0.8712,0.7769,0.8133,0.8138,0.7223
ames_v2_0108,0.001,0.5,16,3,0.1,0.01,1,0.0,5,300,50,scaffold,96.5982,89.0426,,83.8571,,81,True,2025-11-21 17:36:24,0.9673,0.9044,0.9084,0.8971,0.9125,0.8509,0.7854,0.8093,0.8054,0.7595,0.8728,0.7673,0.8033,0.7954,0.7257
ames_v2_0136,0.0005,0.5,32,5,0.1,0.01,1,1e-05,5,300,50,scaffold,97.7990,87.8854,,84.3272,,149,True,2025-11-21 17:38:01,0.9807,0.9242,0.9286,0.9324,0.9150,0.8901,0.7854,0.8120,0.8200,0.7405,0.8723,0.7817,0.8114,0.7862,0.7751
ames_v2_0105,0.0001,0.4,16,7,0.1,0.01,1,1e-05,5,300,50,scaffold,96.2386,88.3350,,83.6365,,169,True,2025-11-21 17:39:26,0.9665,0.8958,0.9008,0.8949,0.8967,0.8968,0.8033,0.8262,0.8273,0.7722,0.8583,0.7769,0.8098,0.7954,0.7496
ames_v2_0097,0.0005,0.4,32,7,0.1,0.01,1,0.0,5,300,50,scaffold,97.5583,88.2203,,83.3226,,76,True,2025-11-21 17:40:02,0.9788,0.9230,0.9267,0.9198,0.9267,0.8980,0.7895,0.8136,0.8127,0.7595,0.8635,0.7680,0.8046,0.8000,0.7206
ames_v2_0101,0.0005,0.4,64,7,0.1,0.01,1,1e-05,5,300,50,scaffold,98.9955,87.9085,,83.8606,,133,True,2025-11-21 17:46:38,0.9914,0.9482,0.9507,0.9447,0.9521,0.8751,0.7909,0.8155,0.8175,0.7563,0.8726,0.7680,0.8014,0.7839,0.7445
ames_v2_0092,0.001,0.4,64,7,0.1,0.01,1,0.0,5,300,50,scaffold,99.0355,88.1079,,83.1941,,87,True,2025-11-21 17:47:46,0.9915,0.9492,0.9517,0.9469,0.9517,0.8857,0.7950,0.8207,0.8297,0.7500,0.8640,0.7660,0.8019,0.7931,0.7257
ames_v2_0072,0.001,0.4,16,5,0.1,0.01,1,0.0,5,300,50,scaffold,98.8558,87.8954,,83.7387,,100,True,2025-11-21 17:49:33,0.9898,0.9478,0.9504,0.9473,0.9484,0.8790,0.8033,0.8267,0.8297,0.7690,0.8716,0.7859,0.8217,0.8264,0.7257
ames_v2_0075,0.001,0.4,16,5,0.1,0.01,1,1e-05,5,300,50,scaffold,98.2318,87.4650,,84.2507,,69,True,2025-11-21 17:51:39,0.9842,0.9309,0.9344,0.9313,0.9304,0.8672,0.7895,0.8150,0.8200,0.7500,0.8747,0.7797,0.8212,0.8471,0.6797
ames_v2_0130,0.001,0.5,32,5,0.1,0.01,1,1e-05,5,300,50,scaffold,98.1122,87.7907,,82.9748,,107,True,2025-11-21 17:53:39,0.9831,0.9317,0.9355,0.9365,0.9263,0.8828,0.7909,0.8146,0.8127,0.7627,0.8538,0.7701,0.8049,0.7943,0.7342
ames_v2_0139,0.0001,0.5,32,5,0.1,0.01,1,0.0,5,300,50,scaffold,95.7658,88.0586,,84.2640,,328,True,2025-11-21 17:58:09,0.9597,0.8934,0.8987,0.8942,0.8925,0.9029,0.7992,0.8202,0.8102,0.7848,0.8774,0.7687,0.7995,0.7724,0.7632
ames_v2_0090,0.001,0.4,16,7,0.1,0.01,1,0.0,5,300,50,scaffold,97.8695,88.6268,,84.1810,,68,True,2025-11-21 17:58:18,0.9676,0.9305,0.9351,0.9473,0.9117,0.8775,0.7964,0.8283,0.8686,0.7025,0.8735,0.7769,0.8071,0.7816,0.7700
ames_v2_0111,0.001,0.5,16,3,0.1,0.01,1,1e-05,5,300,50,scaffold,97.7291,88.1787,,82.8554,,132,True,2025-11-21 17:58:28,0.9744,0.9289,0.9328,0.9335,0.9238,0.8688,0.7840,0.8151,0.8418,0.7089,0.8649,0.7653,0.8092,0.8333,0.6644
ames_v2_0142,0.0001,0.5,32,5,0.1,0.01,1,1e-05,5,300,50,scaffold,95.9066,87.9316,,83.7391,,303,True,2025-11-21 17:59:28,0.9538,0.8926,0.8952,0.8671,0.9213,0.9049,0.7992,0.8147,0.7810,0.8228,0.8713,0.7749,0.8102,0.8046,0.7308
ames_v2_0087,0.0001,0.4,16,5,0.1,0.01,1,1e-05,5,300,50,scaffold,97.0818,88.5498,,83.9337,,243,True,2025-11-21 18:00:08,0.9691,0.9179,0.9223,0.9209,0.9146,0.8949,0.7992,0.8262,0.8443,0.7405,0.8708,0.7776,0.8112,0.8000,0.7445
ames_v2_0091,0.001,0.4,32,7,0.1,0.01,1,0.0,5,300,50,scaffold,98.4448,88.0809,,84.1520,,76,True,2025-11-21 18:02:40,0.9851,0.9399,0.9434,0.9469,0.9321,0.8836,0.7827,0.8115,0.8273,0.7247,0.8737,0.7811,0.8189,0.8287,0.7104
ames_v2_0100,0.0005,0.4,32,7,0.1,0.01,1,1e-05,5,300,50,scaffold,98.1553,88.0871,,83.5117,,94,True,2025-11-21 18:03:51,0.9835,0.9293,0.9322,0.9183,0.9417,0.8820,0.7895,0.8127,0.8078,0.7658,0.8642,0.7598,0.7902,0.7575,0.7632
ames_v2_0143,0.0001,0.5,64,5,0.1,0.01,1,1e-05,5,300,50,scaffold,96.0831,88.0417,,84.0493,,342,True,2025-11-21 18:06:00,0.9661,0.8954,0.9013,0.9038,0.8859,0.9102,0.8102,0.8313,0.8273,0.7880,0.8692,0.7728,0.8070,0.7954,0.7394
ames_v2_0093,0.001,0.4,16,7,0.1,0.01,1,1e-05,5,300,50,scaffold,98.3587,87.8176,,84.5765,,74,True,2025-11-21 18:06:39,0.9854,0.9391,0.9421,0.9372,0.9413,0.8901,0.7882,0.8103,0.8005,0.7722,0.8661,0.7886,0.8260,0.8402,0.7121
ames_v2_0094,0.001,0.4,32,7,0.1,0.01,1,1e-05,5,300,50,scaffold,98.4884,87.6251,,85.0532,,74,True,2025-11-21 18:11:02,0.9865,0.9380,0.9414,0.9424,0.9329,0.8868,0.7882,0.8153,0.8273,0.7373,0.8789,0.7865,0.8267,0.8529,0.6882
ames_v2_0158,0.0001,0.5,64,7,0.1,0.01,1,0.0,5,300,50,scaffold,92.9994,86.7574,,84.2995,,154,True,2025-11-21 18:13:21,0.9393,0.8551,0.8604,0.8444,0.8671,0.8971,0.7909,0.8076,0.7762,0.8101,0.8753,0.7769,0.8103,0.7977,0.7462
ames_v2_0133,0.0005,0.5,32,5,0.1,0.01,1,0.0,5,300,50,scaffold,97.1472,87.6859,,84.4969,,125,True,2025-11-21 18:16:54,0.9744,0.9134,0.9164,0.8971,0.9317,0.8956,0.7730,0.7925,0.7664,0.7816,0.8739,0.7865,0.8234,0.8333,0.7172
ames_v2_0110,0.001,0.5,64,3,0.1,0.01,1,0.0,5,300,50,scaffold,98.5349,89.1989,,83.3609,,139,True,2025-11-21 18:18:57,0.9871,0.9372,0.9411,0.9491,0.9238,0.8989,0.7923,0.8179,0.8248,0.7500,0.8590,0.7797,0.8152,0.8138,0.7291
ames_v2_0134,0.0005,0.5,64,5,0.1,0.01,1,0.0,5,300,50,scaffold,97.9579,88.7932,,83.4450,,182,True,2025-11-21 18:22:01,0.9815,0.9297,0.9343,0.9450,0.9125,0.8920,0.8116,0.8409,0.8808,0.7215,0.8656,0.7824,0.8185,0.8218,0.7240
ames_v2_0141,0.0001,0.5,16,5,0.1,0.01,1,1e-05,5,300,50,scaffold,94.8306,88.5052,,84.1295,,213,True,2025-11-21 18:23:45,0.9421,0.8850,0.8914,0.8927,0.8763,0.9067,0.8143,0.8375,0.8467,0.7722,0.8726,0.7763,0.8120,0.8092,0.7274
ames_v2_0157,0.0001,0.5,32,7,0.1,0.01,1,0.0,5,300,50,scaffold,94.4442,87.7506,,84.0526,,201,True,2025-11-21 18:26:30,0.9517,0.8702,0.8749,0.8585,0.8834,0.8996,0.8033,0.8215,0.8005,0.8070,0.8755,0.7570,0.7883,0.7575,0.7564
ames_v2_0137,0.0005,0.5,64,5,0.1,0.01,1,1e-05,5,300,50,scaffold,97.6618,88.1502,,83.7382,,143,True,2025-11-21 18:29:24,0.9797,0.9238,0.9285,0.9350,0.9113,0.8790,0.7730,0.7995,0.8005,0.7373,0.8701,0.7865,0.8250,0.8425,0.7036
ames_v2_0128,0.001,0.5,64,5,0.1,0.01,1,0.0,5,300,50,scaffold,97.7356,88.2103,,83.5587,,102,True,2025-11-21 18:32:56,0.9762,0.9272,0.9314,0.9354,0.9180,0.9012,0.7937,0.8193,0.8273,0.7500,0.8716,0.7728,0.8114,0.8184,0.7053
ames_v2_0125,0.0001,0.5,64,3,0.1,0.01,1,1e-05,5,300,50,scaffold,96.0053,88.8632,,83.1680,,354,True,2025-11-21 18:35:16,0.9649,0.8916,0.8959,0.8819,0.9025,0.9133,0.8061,0.8244,0.8054,0.8070,0.8709,0.7666,0.8039,0.8011,0.7155
ames_v2_0124,0.0001,0.5,32,3,0.1,0.01,1,1e-05,5,300,50,scaffold,95.6006,88.7362,,83.2484,,259,True,2025-11-21 18:36:53,0.9610,0.8854,0.8880,0.8596,0.9142,0.8972,0.8006,0.8148,0.7762,0.8323,0.8722,0.7660,0.8046,0.8069,0.7053
ames_v2_0117,0.0005,0.5,16,3,0.1,0.01,1,1e-05,5,300,50,scaffold,96.5461,88.7292,,84.0778,,95,True,2025-11-21 18:37:33,0.9663,0.8912,0.8928,0.8563,0.9304,0.8683,0.7648,0.7782,0.7299,0.8101,0.8744,0.7728,0.8074,0.7977,0.7359
ames_v2_0160,0.0001,0.5,32,7,0.1,0.01,1,1e-05,5,300,50,scaffold,94.0753,87.5527,,83.9043,,165,True,2025-11-21 18:38:04,0.9484,0.8685,0.8737,0.8608,0.8771,0.8960,0.8019,0.8195,0.7956,0.8101,0.8736,0.7714,0.8028,0.7793,0.7598
