experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity
ames_v3_0143,0.0001,0.6,32,5,0.1,0.01,1,0.001,5,300,50,scaffold,89.4938,84.1341,,80.3233,,136,True,2025-11-22 08:30:38,0.9068,0.8147,0.8161,0.7776,0.8563,0.8757,0.7785,0.7917,0.7445,0.8228,0.8362,0.7495,0.7823,0.7540,0.7428
ames_v3_0139,0.0005,0.6,32,5,0.1,0.01,1,0.001,5,300,50,scaffold,90.8681,84.3913,,79.5570,,76,True,2025-11-22 08:35:13,0.9167,0.8322,0.8454,0.8678,0.7922,0.8679,0.7675,0.8005,0.8248,0.6930,0.8209,0.7255,0.7487,0.6851,0.7853
ames_v3_0079,0.0005,0.5,32,5,0.1,0.01,1,0.001,5,300,50,scaffold,96.5683,86.6450,,81.4862,,202,True,2025-11-22 08:36:14,0.9685,0.9038,0.9090,0.9083,0.8988,0.8770,0.7785,0.8067,0.8175,0.7278,0.8386,0.7515,0.7931,0.7977,0.6831
ames_v3_0107,0.0001,0.5,32,7,0.1,0.01,1,0.001,5,300,50,scaffold,92.8144,86.0467,,82.7502,,168,True,2025-11-22 08:45:53,0.9373,0.8559,0.8643,0.8682,0.8421,0.8725,0.7634,0.7938,0.8054,0.7089,0.8593,0.7488,0.7744,0.7218,0.7888
ames_v3_0106,0.0001,0.5,16,7,0.1,0.01,1,0.001,5,300,50,scaffold,91.5119,85.4361,,81.4433,,122,True,2025-11-22 08:46:37,0.9185,0.8377,0.8420,0.8180,0.8596,0.8299,0.7827,0.8054,0.7956,0.7658,0.8439,0.7193,0.7373,0.6598,0.8075
ames_v3_0105,0.0001,0.5,32,7,0.1,0.01,1,0.0001,5,300,50,scaffold,95.2294,87.5889,,83.9315,,245,True,2025-11-22 08:47:21,0.9582,0.8789,0.8812,0.8500,0.9113,0.8907,0.7895,0.8021,0.7543,0.8354,0.8684,0.7769,0.8092,0.7920,0.7547
ames_v3_0104,0.0001,0.5,16,7,0.1,0.01,1,0.0001,5,300,50,scaffold,94.3034,87.9131,,84.8754,,164,True,2025-11-22 08:48:49,0.9484,0.8693,0.8718,0.8411,0.9009,0.8928,0.7923,0.8076,0.7713,0.8196,0.8775,0.7790,0.8170,0.8264,0.7087
ames_v3_0133,0.001,0.6,32,5,0.1,0.01,1,0.0001,5,300,50,scaffold,96.0104,86.6681,,82.7120,,160,True,2025-11-22 08:49:22,0.9645,0.8920,0.8967,0.8867,0.8980,0.8769,0.7950,0.8190,0.8200,0.7627,0.8503,0.7790,0.8168,0.8253,0.7104
ames_v3_0132,0.001,0.6,16,5,0.1,0.01,1,0.0001,5,300,50,scaffold,92.6223,86.2430,,82.0425,,73,True,2025-11-22 08:50:19,0.9336,0.8494,0.8526,0.8236,0.8784,0.8670,0.7854,0.8025,0.7713,0.8038,0.8562,0.7653,0.8016,0.7943,0.7223
ames_v3_0137,0.0005,0.6,32,5,0.1,0.01,1,0.0001,5,300,50,scaffold,95.9306,87.0854,,83.7056,,200,True,2025-11-22 08:51:44,0.9628,0.8924,0.8966,0.8819,0.9042,0.8851,0.7827,0.8030,0.7835,0.7816,0.8706,0.7769,0.8187,0.8437,0.6780
ames_v3_0097,0.001,0.5,32,7,0.1,0.01,1,0.0001,5,300,50,scaffold,97.2681,87.3040,,84.4166,,110,True,2025-11-22 08:52:32,0.9755,0.9183,0.9229,0.9242,0.9117,0.8683,0.8019,0.8257,0.8297,0.7658,0.8802,0.7708,0.8181,0.8632,0.6337
ames_v3_0134,0.001,0.6,16,5,0.1,0.01,1,0.001,5,300,50,scaffold,89.7094,83.9709,,78.8440,,82,True,2025-11-22 08:57:59,0.9025,0.8233,0.8373,0.8596,0.7826,0.8543,0.7689,0.8009,0.8224,0.6994,0.8194,0.7111,0.7403,0.6897,0.7428
ames_v3_0113,0.0005,0.5,32,8,0.1,0.01,1,0.0001,5,300,50,scaffold,96.0111,88.2357,,83.6086,,90,True,2025-11-22 08:59:48,0.9612,0.8987,0.9043,0.9049,0.8917,0.8854,0.8047,0.8293,0.8394,0.7595,0.8685,0.7666,0.8014,0.7885,0.7342
ames_v3_0096,0.001,0.5,16,7,0.1,0.01,1,0.0001,5,300,50,scaffold,96.3071,88.0832,,83.9288,,141,True,2025-11-22 09:00:02,0.9668,0.9005,0.9051,0.8979,0.9034,0.8870,0.7854,0.8107,0.8127,0.7500,0.8782,0.7728,0.8160,0.8437,0.6678
ames_v3_0101,0.0005,0.5,32,7,0.1,0.01,1,0.0001,5,300,50,scaffold,96.6641,87.6151,,84.1403,,113,True,2025-11-22 09:02:31,0.9714,0.9056,0.9094,0.8968,0.9155,0.8649,0.7978,0.8192,0.8102,0.7816,0.8693,0.7735,0.8070,0.7931,0.7445
ames_v3_0115,0.0005,0.5,32,8,0.1,0.01,1,0.001,5,300,50,scaffold,94.1105,86.5218,,82.6268,,77,True,2025-11-22 09:03:56,0.9485,0.8661,0.8685,0.8366,0.8992,0.8850,0.7799,0.7927,0.7445,0.8259,0.8592,0.7591,0.7909,0.7632,0.7530
ames_v3_0141,0.0001,0.6,32,5,0.1,0.01,1,0.0001,5,300,50,scaffold,93.8107,86.5395,,84.3653,,308,True,2025-11-22 09:07:23,0.9461,0.8669,0.8720,0.8578,0.8771,0.8864,0.7978,0.8183,0.8054,0.7880,0.8763,0.7687,0.8086,0.8184,0.6951
ames_v3_0149,0.0005,0.6,32,6,0.1,0.01,1,0.0001,5,300,50,scaffold,94.4570,87.9277,,83.7038,,120,True,2025-11-22 09:08:56,0.9504,0.8753,0.8818,0.8793,0.8709,0.8846,0.7992,0.8237,0.8297,0.7595,0.8687,0.7728,0.8127,0.8253,0.6951
ames_v3_0138,0.0005,0.6,16,5,0.1,0.01,1,0.001,5,300,50,scaffold,93.2207,85.7033,,80.9066,,193,True,2025-11-22 09:09:40,0.9316,0.8534,0.8560,0.8244,0.8859,0.8598,0.7675,0.7836,0.7445,0.7975,0.8287,0.7618,0.8107,0.8540,0.6252
ames_v3_0119,0.0001,0.5,32,8,0.1,0.01,1,0.001,5,300,50,scaffold,91.9663,86.9437,,82.5982,,143,True,2025-11-22 09:09:53,0.9290,0.8378,0.8384,0.7954,0.8855,0.8929,0.7854,0.7931,0.7275,0.8608,0.8651,0.7605,0.7921,0.7644,0.7547
ames_v3_0117,0.0001,0.5,32,8,0.1,0.01,1,0.0001,5,300,50,scaffold,94.3783,88.5560,,83.6944,,182,True,2025-11-22 09:13:49,0.9502,0.8722,0.8800,0.8860,0.8567,0.9086,0.8006,0.8234,0.8224,0.7722,0.8681,0.7639,0.7938,0.7609,0.7683
ames_v3_0135,0.001,0.6,32,5,0.1,0.01,1,0.001,5,300,50,scaffold,93.8970,88.4752,,80.8040,,217,True,2025-11-22 09:21:51,0.9452,0.8598,0.8639,0.8414,0.8805,0.8603,0.7964,0.8177,0.8078,0.7816,0.8301,0.7653,0.8143,0.8621,0.6218
ames_v3_0108,0.001,0.5,16,8,0.1,0.01,1,0.0001,5,300,50,scaffold,95.1765,86.8290,,82.6967,,92,True,2025-11-22 09:23:58,0.9515,0.8850,0.8903,0.8827,0.8875,0.8554,0.7813,0.8030,0.7883,0.7722,0.8577,0.7536,0.7857,0.7563,0.7496
ames_v3_0131,0.0001,0.6,32,4,0.1,0.01,1,0.001,5,300,50,scaffold,88.8994,84.1187,,80.0428,,114,True,2025-11-22 09:26:40,0.9009,0.8088,0.8160,0.8021,0.8163,0.8563,0.7675,0.7916,0.7810,0.7500,0.8424,0.7282,0.7556,0.7034,0.7649
ames_v3_0114,0.0005,0.5,16,8,0.1,0.01,1,0.001,5,300,50,scaffold,92.9916,85.0511,,82.3952,,97,True,2025-11-22 09:28:29,0.9336,0.8545,0.8583,0.8336,0.8780,0.8514,0.7799,0.8005,0.7810,0.7785,0.8523,0.7618,0.7974,0.7851,0.7274
ames_v3_0145,0.001,0.6,32,6,0.1,0.01,1,0.0001,5,300,50,scaffold,95.7595,87.2756,,82.6458,,138,True,2025-11-22 09:28:58,0.9615,0.8924,0.8981,0.8971,0.8871,0.8606,0.7620,0.7882,0.7835,0.7342,0.8643,0.7454,0.7723,0.7230,0.7785
ames_v3_0126,0.0005,0.6,16,4,0.1,0.01,1,0.001,5,300,50,scaffold,88.7746,84.2835,,75.6475,,56,True,2025-11-22 09:29:17,0.8920,0.7984,0.7990,0.7579,0.8438,0.8510,0.7538,0.7604,0.6910,0.8354,0.8092,0.6953,0.7329,0.7000,0.6882
ames_v3_0148,0.0005,0.6,16,6,0.1,0.01,1,0.0001,5,300,50,scaffold,94.5887,87.5712,,83.3999,,155,True,2025-11-22 09:30:56,0.9520,0.8718,0.8775,0.8682,0.8759,0.8875,0.7923,0.8143,0.8054,0.7753,0.8667,0.7708,0.8040,0.7874,0.7462
ames_v3_0128,0.0001,0.6,16,4,0.1,0.01,1,0.0001,5,300,50,scaffold,91.4919,85.8534,,83.1567,,133,True,2025-11-22 09:34:55,0.9232,0.8414,0.8466,0.8281,0.8563,0.8718,0.7923,0.8110,0.7883,0.7975,0.8634,0.7625,0.7936,0.7644,0.7598
ames_v3_0127,0.0005,0.6,32,4,0.1,0.01,1,0.001,5,300,50,scaffold,90.9439,84.2488,,80.1674,,62,True,2025-11-22 09:35:40,0.9183,0.8314,0.8396,0.8348,0.8276,0.8521,0.7593,0.7879,0.7908,0.7184,0.8268,0.7172,0.7382,0.6678,0.7905
ames_v3_0151,0.0005,0.6,32,6,0.1,0.01,1,0.001,5,300,50,scaffold,95.1309,86.8582,,80.5957,,201,True,2025-11-22 09:36:04,0.9565,0.8820,0.8888,0.8923,0.8705,0.8689,0.7758,0.8053,0.8200,0.7184,0.8224,0.7605,0.7943,0.7747,0.7394
ames_v3_0121,0.001,0.6,32,4,0.1,0.01,1,0.0001,5,300,50,scaffold,92.4747,86.5025,,82.7993,,63,True,2025-11-22 09:37:31,0.9297,0.8486,0.8566,0.8548,0.8417,0.8501,0.7785,0.8081,0.8248,0.7184,0.8603,0.7666,0.8014,0.7885,0.7342
ames_v3_0152,0.0001,0.6,16,6,0.1,0.01,1,0.0001,5,300,50,scaffold,91.4680,86.7959,,83.4207,,150,True,2025-11-22 09:38:35,0.9212,0.8402,0.8448,0.8225,0.8601,0.8708,0.8074,0.8241,0.7981,0.8196,0.8620,0.7653,0.7964,0.7690,0.7598
ames_v3_0120,0.001,0.6,16,4,0.1,0.01,1,0.0001,5,300,50,scaffold,91.1346,85.4815,,80.3652,,57,True,2025-11-22 09:39:32,0.9081,0.8380,0.8489,0.8604,0.8130,0.8245,0.7607,0.7878,0.7859,0.7278,0.8288,0.7440,0.7770,0.7471,0.7394
ames_v3_0147,0.001,0.6,32,6,0.1,0.01,1,0.001,5,300,50,scaffold,92.5849,85.7795,,80.8140,,124,True,2025-11-22 09:53:44,0.9330,0.8461,0.8552,0.8596,0.8309,0.8634,0.7593,0.7847,0.7762,0.7373,0.8364,0.7509,0.7962,0.8149,0.6559
ames_v3_0146,0.001,0.6,16,6,0.1,0.01,1,0.001,5,300,50,scaffold,90.4680,85.2829,,82.1314,,120,True,2025-11-22 09:54:13,0.9110,0.8276,0.8394,0.8518,0.8005,0.8638,0.7772,0.8094,0.8370,0.6994,0.8595,0.7653,0.8108,0.8425,0.6508
ames_v3_0136,0.0005,0.6,16,5,0.1,0.01,1,0.0001,5,300,50,scaffold,93.8011,87.0192,,83.0811,,112,True,2025-11-22 09:59:04,0.9445,0.8634,0.8672,0.8437,0.8855,0.8712,0.7813,0.7995,0.7713,0.7943,0.8594,0.7625,0.8011,0.8011,0.7053
ames_v3_0161,0.0005,0.6,32,7,0.1,0.01,1,0.0001,5,300,50,scaffold,96.3322,87.3710,,83.1706,,208,True,2025-11-22 10:00:09,0.9661,0.8987,0.9025,0.8871,0.9117,0.8896,0.7895,0.8075,0.7810,0.8006,0.8609,0.7584,0.7900,0.7609,0.7547
ames_v3_0144,0.001,0.6,16,6,0.1,0.01,1,0.0001,5,300,50,scaffold,95.0015,87.0892,,82.7024,,193,True,2025-11-22 10:00:36,0.9517,0.8844,0.8902,0.8864,0.8821,0.8586,0.7840,0.8129,0.8297,0.7247,0.8634,0.7577,0.7857,0.7437,0.7785
ames_v3_0159,0.001,0.6,32,7,0.1,0.01,1,0.001,5,300,50,scaffold,94.2616,86.9599,,82.8761,,169,True,2025-11-22 10:00:36,0.9484,0.8734,0.8800,0.8778,0.8684,0.8628,0.8006,0.8263,0.8394,0.7500,0.8563,0.7632,0.7984,0.7851,0.7308
ames_v3_0163,0.0005,0.6,32,7,0.1,0.01,1,0.001,5,300,50,scaffold,92.4455,84.7570,,80.8195,,82,True,2025-11-22 10:05:50,0.9327,0.8430,0.8462,0.8169,0.8721,0.8554,0.7662,0.7864,0.7616,0.7722,0.8401,0.7385,0.7695,0.7310,0.7496
ames_v3_0175,0.0005,0.6,32,8,0.1,0.01,1,0.001,5,300,50,scaffold,90.7895,84.8171,,79.9041,,60,True,2025-11-22 10:07:52,0.9112,0.8347,0.8446,0.8500,0.8176,0.8234,0.7717,0.7990,0.8029,0.7310,0.8326,0.7481,0.7872,0.7805,0.7002
ames_v3_0170,0.001,0.6,16,8,0.1,0.01,1,0.001,5,300,50,scaffold,89.3729,84.7508,,77.2880,,54,True,2025-11-22 10:14:43,0.8896,0.8163,0.8203,0.7932,0.8421,0.8484,0.7703,0.7925,0.7762,0.7627,0.7946,0.6774,0.6983,0.6253,0.7547
ames_v3_0164,0.0001,0.6,16,7,0.1,0.01,1,0.0001,5,300,50,scaffold,92.3316,86.6465,,84.4765,,175,True,2025-11-22 10:16:18,0.9314,0.8469,0.8548,0.8526,0.8405,0.8778,0.7909,0.8109,0.7932,0.7880,0.8759,0.7721,0.8029,0.7770,0.7649
ames_v3_0124,0.0005,0.6,16,4,0.1,0.01,1,0.0001,5,300,50,scaffold,96.4012,87.5119,,83.2807,,271,True,2025-11-22 10:17:32,0.9676,0.8958,0.8987,0.8745,0.9196,0.8900,0.8143,0.8285,0.7932,0.8418,0.8718,0.7660,0.7986,0.7770,0.7496
ames_v3_0168,0.001,0.6,16,8,0.1,0.01,1,0.0001,5,300,50,scaffold,92.2789,85.7626,,81.4251,,67,True,2025-11-22 10:19:02,0.9304,0.8449,0.8566,0.8763,0.8097,0.8629,0.7785,0.8126,0.8491,0.6867,0.8431,0.7481,0.7880,0.7839,0.6951
ames_v3_0166,0.0001,0.6,16,7,0.1,0.01,1,0.001,5,300,50,scaffold,91.1635,84.5992,,81.1772,,153,True,2025-11-22 10:19:05,0.9225,0.8318,0.8328,0.7924,0.8759,0.8671,0.7634,0.7772,0.7299,0.8070,0.8380,0.7399,0.7713,0.7345,0.7479
ames_v3_0171,0.001,0.6,32,8,0.1,0.01,1,0.001,5,300,50,scaffold,91.0944,85.1220,,76.7127,,56,True,2025-11-22 10:22:45,0.9198,0.8306,0.8348,0.8095,0.8542,0.8586,0.7703,0.7941,0.7835,0.7532,0.7979,0.6699,0.6821,0.5931,0.7836
ames_v3_0167,0.0001,0.6,32,7,0.1,0.01,1,0.001,5,300,50,scaffold,91.9595,85.6171,,81.6065,,243,True,2025-11-22 10:28:10,0.9310,0.8447,0.8493,0.8277,0.8638,0.8881,0.7840,0.7979,0.7543,0.8228,0.8496,0.7543,0.7911,0.7793,0.7172
ames_v3_0165,0.0001,0.6,32,7,0.1,0.01,1,0.0001,5,300,50,scaffold,94.3969,87.5443,,83.4220,,368,True,2025-11-22 10:28:43,0.9506,0.8691,0.8713,0.8381,0.9038,0.8895,0.7923,0.8086,0.7762,0.8133,0.8664,0.7639,0.8014,0.7977,0.7138
ames_v3_0140,0.0001,0.6,16,5,0.1,0.01,1,0.0001,5,300,50,scaffold,92.7345,87.3972,,84.2178,,217,True,2025-11-22 10:30:42,0.9348,0.8481,0.8529,0.8333,0.8646,0.8555,0.7813,0.7980,0.7640,0.8038,0.8757,0.7557,0.7848,0.7460,0.7700
ames_v3_0142,0.0001,0.6,16,5,0.1,0.01,1,0.001,5,300,50,scaffold,91.1470,85.4346,,81.6531,,206,True,2025-11-22 10:33:26,0.9203,0.8357,0.8463,0.8559,0.8130,0.8649,0.7675,0.7947,0.7956,0.7310,0.8425,0.7577,0.7977,0.8000,0.6951
ames_v3_0172,0.0005,0.6,16,8,0.1,0.01,1,0.0001,5,300,50,scaffold,93.5063,86.7427,,83.1107,,134,True,2025-11-22 10:34:25,0.9330,0.8614,0.8652,0.8411,0.8842,0.8396,0.7854,0.8010,0.7640,0.8133,0.8667,0.7660,0.8050,0.8092,0.7019
ames_v3_0160,0.0005,0.6,16,7,0.1,0.01,1,0.0001,5,300,50,scaffold,93.3589,86.3277,,83.3185,,74,True,2025-11-22 10:35:24,0.9413,0.8614,0.8654,0.8426,0.8825,0.8699,0.7882,0.8056,0.7762,0.8038,0.8619,0.7831,0.8159,0.8046,0.7513
ames_v3_0173,0.0005,0.6,32,8,0.1,0.01,1,0.0001,5,300,50,scaffold,94.0145,87.0553,,82.8777,,90,True,2025-11-22 10:47:24,0.9480,0.8691,0.8749,0.8659,0.8726,0.8976,0.8157,0.8346,0.8224,0.8070,0.8550,0.7680,0.8035,0.7943,0.7291
ames_v3_0155,0.0001,0.6,32,6,0.1,0.01,1,0.001,5,300,50,scaffold,89.4688,84.2635,,79.0830,,148,True,2025-11-22 10:52:51,0.8998,0.8200,0.8262,0.8095,0.8317,0.8732,0.7703,0.7899,0.7640,0.7785,0.8194,0.7172,0.7402,0.6747,0.7802
ames_v3_0153,0.0001,0.6,32,6,0.1,0.01,1,0.0001,5,300,50,scaffold,93.3092,87.8931,,83.1369,,285,True,2025-11-22 10:54:44,0.9407,0.8606,0.8668,0.8578,0.8638,0.8985,0.8184,0.8362,0.8200,0.8165,0.8668,0.7577,0.7920,0.7724,0.7359
ames_v3_0156,0.001,0.6,16,7,0.1,0.01,1,0.0001,5,300,50,scaffold,94.9914,87.5581,,83.5266,,170,True,2025-11-22 11:00:51,0.9532,0.8803,0.8844,0.8667,0.8955,0.8803,0.7992,0.8206,0.8127,0.7816,0.8633,0.7804,0.8257,0.8713,0.6457
ames_v3_0174,0.0005,0.6,16,8,0.1,0.01,1,0.001,5,300,50,scaffold,90.2284,84.4860,,79.2050,,55,True,2025-11-22 11:00:56,0.9125,0.8174,0.8152,0.7616,0.8800,0.8493,0.7744,0.7870,0.7372,0.8228,0.8299,0.7337,0.7810,0.7954,0.6422
ames_v3_0150,0.0005,0.6,16,6,0.1,0.01,1,0.001,5,300,50,scaffold,89.8920,84.3112,,78.3095,,61,True,2025-11-22 11:07:44,0.9048,0.8196,0.8269,0.8151,0.8247,0.8481,0.7744,0.8024,0.8102,0.7278,0.8131,0.7049,0.7275,0.6598,0.7717
ames_v3_0162,0.0005,0.6,16,7,0.1,0.01,1,0.001,5,300,50,scaffold,89.1640,84.1249,,78.6181,,59,True,2025-11-22 11:09:02,0.8824,0.8110,0.8150,0.7876,0.8372,0.7882,0.7552,0.7808,0.7713,0.7342,0.8099,0.7337,0.7720,0.7552,0.7019
ames_v3_0176,0.0001,0.6,16,8,0.1,0.01,1,0.0001,5,300,50,scaffold,92.1195,86.8813,,83.5982,,188,True,2025-11-22 11:13:21,0.9289,0.8490,0.8564,0.8515,0.8463,0.8804,0.8047,0.8251,0.8151,0.7911,0.8586,0.7653,0.8068,0.8207,0.6831
ames_v3_0169,0.001,0.6,32,8,0.1,0.01,1,0.0001,5,300,50,scaffold,95.4280,86.8390,,83.6071,,109,True,2025-11-22 11:14:47,0.9587,0.8793,0.8817,0.8511,0.9109,0.8859,0.8019,0.8195,0.7956,0.8101,0.8770,0.7646,0.8018,0.7977,0.7155
ames_v3_0154,0.0001,0.6,16,6,0.1,0.01,1,0.001,5,300,50,scaffold,91.2217,84.9341,,81.0823,,201,True,2025-11-22 11:18:31,0.9189,0.8367,0.8416,0.8210,0.8542,0.8381,0.7895,0.8080,0.7835,0.7975,0.8301,0.7481,0.7830,0.7609,0.7291
ames_v3_0157,0.001,0.6,32,7,0.1,0.01,1,0.0001,5,300,50,scaffold,95.9511,86.6388,,82.7171,,126,True,2025-11-22 11:23:25,0.9643,0.8901,0.8931,0.8685,0.9142,0.8406,0.7620,0.7785,0.7397,0.7911,0.8424,0.7811,0.8186,0.8276,0.7121
ames_v3_0158,0.001,0.6,16,7,0.1,0.01,1,0.001,5,300,50,scaffold,89.0965,83.6821,,80.0693,,69,True,2025-11-22 11:25:16,0.8969,0.8086,0.8180,0.8136,0.8030,0.8291,0.7634,0.7918,0.7956,0.7215,0.8171,0.7159,0.7419,0.6839,0.7632
ames_v3_0179,0.0001,0.6,32,8,0.1,0.01,1,0.001,5,300,50,scaffold,90.2224,85.3145,,80.3587,,141,True,2025-11-22 11:42:46,0.9135,0.8247,0.8311,0.8158,0.8347,0.8731,0.7799,0.7980,0.7689,0.7943,0.8328,0.7310,0.7580,0.7057,0.7683
ames_v3_0178,0.0001,0.6,16,8,0.1,0.01,1,0.001,5,300,50,scaffold,89.7507,85.2051,,79.4895,,101,True,2025-11-22 11:46:08,0.9074,0.8210,0.8329,0.8440,0.7951,0.8746,0.7648,0.7952,0.8078,0.7089,0.8201,0.7358,0.7648,0.7195,0.7598
ames_v3_0177,0.0001,0.6,32,8,0.1,0.01,1,0.0001,5,300,50,scaffold,93.1804,88.1371,,83.4070,,247,True,2025-11-22 11:49:02,0.9393,0.8592,0.8669,0.8667,0.8509,0.8950,0.8212,0.8399,0.8297,0.8101,0.8715,0.7708,0.8109,0.8230,0.6934
