number,value,datetime_start,datetime_complete,duration,params_alpha,params_batch_size,params_beta,params_dropout_ratio,params_emb_dim,params_lr,params_num_experts,params_num_layer,state
0,0.0,2025-11-26 00:52:00.184690,2025-11-26 00:52:00.188616,0 days 00:00:00.003926,0.010150059049430012,256,0.011783554465882575,0.0,300,0.0004066036047996061,5,3,COMPLETE
1,0.0,2025-11-26 00:52:00.188752,2025-11-26 00:52:00.190523,0 days 00:00:00.001771,0.47563246522542973,64,0.005104586078076625,0.0,300,0.0019458157308315527,6,4,COMPLETE
2,0.0,2025-11-26 00:52:00.190635,2025-11-26 00:52:00.192041,0 days 00:00:00.001406,0.7708430072564457,128,0.0038911121273957072,0.0,300,4.599690220511979e-05,8,6,COMPLETE
3,0.0,2025-11-26 00:52:00.192143,2025-11-26 00:52:00.193533,0 days 00:00:00.001390,0.7913758483144453,64,0.007806623197821071,0.1,300,7.016752647657815e-05,5,3,COMPLETE
4,0.0,2025-11-26 00:52:00.193632,2025-11-26 00:52:00.195005,0 days 00:00:00.001373,0.16445330513865605,128,0.040347391599901444,0.0,300,0.0009934472888965043,5,6,COMPLETE
5,0.0,2025-11-26 00:52:00.195099,2025-11-26 00:52:00.196480,0 days 00:00:00.001381,0.04992271658311557,64,0.06688867560145985,0.1,300,0.0016662854563600016,4,4,COMPLETE
6,0.0,2025-11-26 00:52:00.196577,2025-11-26 00:52:00.198024,0 days 00:00:00.001447,0.014138693430276838,512,0.0025330290407109507,0.2,300,0.0006593073199454504,4,6,COMPLETE
7,0.0,2025-11-26 00:52:00.198140,2025-11-26 00:52:00.199542,0 days 00:00:00.001402,0.04383937794057165,32,0.09800937907470184,0.0,300,8.5771855789164e-05,5,6,COMPLETE
8,0.0,2025-11-26 00:52:00.199659,2025-11-26 00:52:00.200980,0 days 00:00:00.001321,0.016010878428981485,64,0.003140683345931727,0.0,300,4.2718424081409515e-05,3,4,COMPLETE
9,0.0,2025-11-26 00:52:00.201062,2025-11-26 00:52:00.202369,0 days 00:00:00.001307,0.022222199785789758,64,0.004177120880896377,0.2,300,0.0005939570756651441,7,5,COMPLETE
10,0.0,2025-11-26 00:52:00.202449,2025-11-26 00:52:00.212134,0 days 00:00:00.009685,0.16706972845351623,256,0.019105624580521525,0.5,300,0.007010233628252246,7,3,COMPLETE
11,0.0,2025-11-26 00:52:00.212234,2025-11-26 00:52:00.221034,0 days 00:00:00.008800,0.308057764216002,256,0.001052540306787366,0.4,300,0.004033304689781533,6,3,COMPLETE
12,0.0,2025-11-26 00:52:00.221134,2025-11-26 00:52:00.229736,0 days 00:00:00.008602,0.36399728381987145,256,0.011994008909790448,0.30000000000000004,300,0.00017986362899947335,6,4,COMPLETE
13,0.0,2025-11-26 00:52:00.229835,2025-11-26 00:52:00.238724,0 days 00:00:00.008889,0.06908453461371257,512,0.019027333945428784,0.1,300,0.0028169974656960853,7,5,COMPLETE
14,0.0,2025-11-26 00:52:00.238838,2025-11-26 00:52:00.247827,0 days 00:00:00.008989,0.03295944346317511,32,0.008357349133407584,0.30000000000000004,300,1.5576265601206625e-05,4,3,COMPLETE
15,0.0,2025-11-26 00:52:00.247942,2025-11-26 00:52:00.257004,0 days 00:00:00.009062,0.10886001354449293,256,0.0016976641321247718,0.1,300,0.00039236932112679816,6,4,COMPLETE
16,0.0,2025-11-26 00:52:00.257113,2025-11-26 00:52:00.266050,0 days 00:00:00.008937,0.4146057634323733,256,0.006068033099027511,0.2,300,0.0001497257218607349,8,5,COMPLETE
17,0.0,2025-11-26 00:52:00.266156,2025-11-26 00:52:00.275101,0 days 00:00:00.008945,0.010135566965720454,64,0.01804039318641499,0.0,300,0.0011265695632061423,3,3,COMPLETE
18,0.0,2025-11-26 00:52:00.275206,2025-11-26 00:52:00.284347,0 days 00:00:00.009141,0.19047911280400617,512,0.030438447235377766,0.1,300,0.009220946295574742,5,4,COMPLETE
19,0.0,2025-11-26 00:52:00.284460,2025-11-26 00:52:00.293554,0 days 00:00:00.009094,0.07981627094881044,128,0.01153632580528379,0.5,300,0.0023969632699352766,6,3,COMPLETE
20,0.0,2025-11-26 00:52:00.293664,2025-11-26 00:52:00.302646,0 days 00:00:00.008982,0.5650468248226053,32,0.00560310811275654,0.4,300,0.0047623693023852555,7,4,COMPLETE
21,0.0,2025-11-26 00:52:00.302751,2025-11-26 00:52:00.311708,0 days 00:00:00.008957,0.9364526921392247,128,0.003983854589369092,0.0,300,2.4543640119538632e-05,8,5,COMPLETE
22,0.0,2025-11-26 00:52:00.311820,2025-11-26 00:52:00.320897,0 days 00:00:00.009077,0.5926129820307862,128,0.0018699535247342647,0.0,300,0.0002789411359955215,8,5,COMPLETE
23,0.0,2025-11-26 00:52:00.321004,2025-11-26 00:52:00.330105,0 days 00:00:00.009101,0.24590434496146124,128,0.0042311911215857055,0.1,300,0.00014812137452081397,4,6,COMPLETE
24,0.0,2025-11-26 00:52:00.330211,2025-11-26 00:52:00.339547,0 days 00:00:00.009336,0.5636453612645563,256,0.006509487637465388,0.0,300,0.00035945058668728543,7,4,COMPLETE
25,0.0,2025-11-26 00:52:00.339661,2025-11-26 00:52:00.348747,0 days 00:00:00.009086,0.9989963659334188,128,0.01280260378023868,0.0,300,1.13026851465648e-05,8,5,COMPLETE
26,0.0,2025-11-26 00:52:00.348865,2025-11-26 00:52:00.357892,0 days 00:00:00.009027,0.11680167738526004,64,0.002734377344323536,0.1,300,4.602174931603227e-05,6,3,COMPLETE
27,0.0,2025-11-26 00:52:00.358007,2025-11-26 00:52:00.367169,0 days 00:00:00.009162,0.4814279159890255,64,0.0010102169398749953,0.2,300,0.001108242876466874,5,6,COMPLETE
28,0.0,2025-11-26 00:52:00.367277,2025-11-26 00:52:00.376879,0 days 00:00:00.009602,0.28475675814405976,256,0.001588589032374174,0.0,300,0.00023677341766224197,6,4,COMPLETE
29,0.0,2025-11-26 00:52:00.376997,2025-11-26 00:52:00.386455,0 days 00:00:00.009458,0.7370135982553138,128,0.007200028900329861,0.1,300,7.859019655647206e-05,4,3,COMPLETE
